"FECHA_DE_AUTORIZACIÓN","TIPO_DE_SOLICITUD","SOLICITANTE/IMPORTADOR","IUM","PRINCIPIO_ACTIVO1","CONCENTRACIÓN_DELMEDICAMENTO1","UNIDAD_MEDIDA1","PRINCIPIO_ACTIVO2","CONCENTRACIÓN_DEL_MEDICAMENTO2","UNIDAD_MEDIDA2","FORMA_FARMACÉUTICA","NOMBRE_COMERCIAL_","CANTIDAD_SOLICITADA","PRESENTACIÓN_COMERCIAL","DIAGNOSTICO_CIE-1NO REPORTA","CÓDIGO_DIAGNOSTICO_CIE-10"
"2024 Oct 18 12:00:00 AM","MÁS DE UN PACIENTE","PISA FARMACÉUTICA DE COLOMBIA S.A.","1E1005681012100","EPINEFRINA","1","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PINADRINA","2.464","CAJAS X 50 AMPOLLAS","CHOQUE ANAFILACTICO, NO ESPECIFICADO","T782"
"2024 Oct 17 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2024 Oct 17 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1009051000101","ARTEMISA VULGARIS","50","HEP/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN CUTÁNEA","PRICK TEST","9","FRASCOS X 2,5 mL","ALERGIA NO ESPECIFICADA","NO REPORTADO"
"2024 Oct 17 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1009991000101","AVELLANA","750","mcg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN CUTÁNEA","PRICK TEST","20","FRASCO X 2,5 mL","ALERGIA NO ESPECIFICADA","NO REPORTADO"
"2024 Oct 17 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1009051000101","ARTEMISA VULGARIS","50","HEP/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN CUTÁNEA","PRICK TEST","3","FRASCOS X 2,5 mL","ALERGIA NO ESPECIFICADA","NO REPORTADO"
"2024 Oct 17 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1009421000100","AMBROSIA ELATIOR","500","mcg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCION TOPICA","PRICK TEST","50","FRASCOS X 2,5 mL","ALERGIA NO ESPECIFICADA","NO REPORTADO"
"2024 Oct 17 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","1A1010141000101","ATUN","2000","mcg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN CUTÁNEA","PRICK TEST","40","FRASCO X 2,5 mL","ALERGIA NO ESPECIFICADA","NO REPORTADO"
"2024 Oct 17 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - ASTRAZENECA","1T1041301000100","TRASTUZUMAB DERUXTECÁN","100","mg","NO APLICA","NO APLICA","NO APLICA","POLVO PARA CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN","ENHERTU","32","CAJAS X 1 VIAL","TUMOR MALIGNO DE LA MAMA, PARTE NO ESPECIFICADA","C509"
"2024 Oct 17 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2024 Oct 17 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1040751000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","50/25/37,5","mg","IVACAFTOR","75","mg","TABLETA","TRIKAFTA","6","CAJAS X (56+28) TABLETAS (84 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2024 Oct 17 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","6","CAJAS X (56+28) TABLETAS (84 TABLETAS)","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2024 Oct 17 12:00:00 AM","PACIENTE ESPECIFICO","IMPROVIT MEDICAL SAS","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","72","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2024 Oct 17 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","1E1029551000101","ETEPLIRSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","EXONDYS 51","16","CAJAS X 1 VIAL X 10 mL","DISTROFIA MUSCULAR","G710"
"2024 Oct 17 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","1E1029551000102","ETEPLIRSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","EXONDYS 51","8","CAJAS X 1 VIAL X 2mL","DISTROFIA MUSCULAR","G710"
"2024 Oct 16 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","18","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2024 Oct 16 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","30","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2024 Oct 16 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","24","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2024 Oct 16 12:00:00 AM","URGENCIA CLÍNICA","MULTICARE PHARMACEUTICALS COLOMBIA SAS","1S1042531001101","SELPERCATINIB","40","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULA","RETSEVMO","12","CAJAS X 56 CAPSULAS","TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA","C349"
"2024 Oct 15 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1I1030991005100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","IMMUNOREL","1.000","CAJA X 1 VIAL X 100 mL","OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","D77X"
"2024 Oct 15 12:00:00 AM","MÁS DE UN PACIENTE","HEALTH NET SAS","1A1005551005100","ASPARAGINASA (E.COLI)","10000","UI","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","NO REPORTADO","1.000","VIALES","NO REPORTADO","NO REPORTADO"
"2024 Oct 15 12:00:00 AM","PACIENTE ESPECIFICO","GESTIFARMA S.A.S. - PFIZER SAS","1E1060801000100","ELRANATAMAB","40","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","ELREXFIO","11","CAJAS. CADA CAJA CON UN VIAL DE 1,9ml","MIELOMA MULTIPLE","C900"
"2024 Oct 15 12:00:00 AM","PACIENTE ESPECIFICO","GESTIFARMA S.A.S. - PFIZER SAS","1E1060801000101","ELRANATAMAB","40","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","ELREXFIO","2","CAJAS. CADA CAJA CON UN VIAL DE 1,1ml","MIELOMA MULTIPLE","C900"
"2024 Oct 11 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2024 Oct 11 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2024 Oct 11 12:00:00 AM","PACIENTE ESPECIFICO","LABORATORIOS BIOPAS S.A.","1M1041941000100","MARALIXIBAT","950/100","mg/mL","NO APLICA","NO APLICA","NO APLICA","JARABE","LIVMARLI","12","CAJA X UN FRASCO DE 30 mL + UNA JERINGA DOSIFICADORA DE 0.5 ML O UNA JERINGA DOSIFICADORA DE 1 mL O UNA JERINGA DOSIFICADORA DE 3 mL","OTRAS ENFERMEDADES ESPECIFICAS DEL HIGADO","K768"
"2024 Oct 10 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","18","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2024 Oct 07 12:00:00 AM","MÁS DE UN PACIENTE","QUIRUX MEDICAL SAS","1I1030991015100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PROGLOB","1.000","CAJAS X 1 VIAL X 100 mL","OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","D77X"
"2024 Oct 07 12:00:00 AM","MÁS DE UN PACIENTE","ROCKA INTERNATIONAL SOLUTIONS","1I1030991015100","INMUNOGLOBULINA HUMANA NORMAL","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","PROGLOB","2.000","CAJAS X 1 VIAL X 100 mL","OTROS TRASTORNOS DE LA SANGRE Y DE LOS ORGANOS HEMATOPOYETICOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE","D77X"
"2024 Oct 07 12:00:00 AM","MÁS DE UN PACIENTE","REPREFARCO SAS","1F1062831000100","FENITOINA","100","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","18.000","CAJAS X 100 TABLETAS","OTRAS CONVULSIONES Y LAS NO ESPECIFICADAS","R568"
"2024 Oct 07 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","24","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2024 Oct 07 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","6","CAJAS X (56+28) TABLETAS (84 TABLETAS)","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2024 Oct 07 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S. - ASTRAZENECA","1S1040361000101","SELUMETINIB","10","mg","NO APLICA","NO APLICA","NO APLICA","CAPSULAS DE LIBERACIÓN NO MODIFICADA","KOSELUGO","12","FRASCOS X 60 CÁPSULAS","TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE LA CABEZA, CARA Y CUELLO","C490"
"2024 Oct 07 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1030561000100","VOLANESORSEN","190","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","WAYLIVRA","12","CAJAS X 1 JERINGA X 1,5 mL","HIPERQUILOMICRONEMIA","E783"
"2024 Oct 07 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA CON OTRAS MANIFESTACIONES","E848"
"2024 Oct 04 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","42","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2024 Oct 04 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001701000100","ATALUREN","1000","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2024 Oct 04 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1040751000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","50/25/37,5","mg","IVACAFTOR","75","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2024 Oct 03 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1001711000100","ATALUREN","125","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2024 Oct 03 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","18","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2024 Oct 03 12:00:00 AM","PACIENTE ESPECIFICO","INSPIRAT - FUNDACION COLOMBIANA PARA CANCER DE PULMON - AMGEN","1S1062191000100","SOTORASIB","120","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA DE LIBERACION NO MODIFICADA","LUMAKRAS","3","CAJAS X 240 TABLETAS","TUMOR MALIGNO DE LOS BRONQUIOS O DEL PULMON, PARTE NO ESPECIFICADA","C349"
"2024 Oct 03 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","18","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2024 Oct 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1A1000141000100","ATALUREN","250","mg","NO APLICA","NO APLICA","NO APLICA","POLVO GRANULADO PARA RECONSTITUIR A SUSPENSIÓN ORAL","TRANSLARNA","6","CAJAS X 30 SOBRES","DISTROFIA MUSCULAR","G710"
"2024 Oct 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1041501000101","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","18","CAJA X 10 VIALES X 0,5 ml","ACONDROPLASIA","Q774"
"2024 Oct 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","18","CAJAS X 10 VIALES X 0,7 mL","ACONDROPLASIA","Q774"
"2024 Oct 01 12:00:00 AM","PACIENTE ESPECIFICO","GLOBAL SERVICE PHARMACEUTICAL S.A.S.","1P1012181004100","CLORURO DE POTASIO","20","mEq","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","6","FRASCOS X 100 TABLETAS","OTRAS ENFERMEDADES RENALES TUBULOINTERSTICIALES ESPECIFICADAS","N158"
"2024 Oct 01 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","9","CAJAS X 10 VIALES + JERINGA PRECARGADA X 0.7 mL de SOLVENTE","ACONDROPLASIA","Q774"
"2024 Oct 01 12:00:00 AM","URGENCIA CLÍNICA","UNO HEALTHCARE S.A.S.","SIN IUM POR SER FITOTERAPEUTICO","EXTRACTO SECO DE LA CORTEZA DE ABEDUL-BETULINA","100","mg","NO APLICA","NO APLICA","NO APLICA","GEL","FILSUVEZ","24","TUBOS X 23,4 g","EPIDERMOLISIS BULLOSA DISTROFICA","Q812"
"2024 Sep 26 12:00:00 AM","MÁS DE UN PACIENTE","BIOSPIFAR S.A.","1F1002641001100","FIBRINOGENO COAGULABLE","1","g","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","FIBRYGA","700","DISPOSITIVOS DE APLICACIÓN OCTAJET","DEFICIENCIA ADQUIRIDA DE FACTORES DE LA COAGULACION","D684"
"2024 Sep 26 12:00:00 AM","MÁS DE UN PACIENTE","BIOSPIFAR S.A.","1F1002641001100","FIBRINOGENO COAGULABLE","1","g","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","FIBRYGA","700","CAJA POR FRASCO VIAL CON POLVO LIOFILIZADO + FRASCO VIAL DE 50 ML CON SOLVENTE (WFI) + DISPOSITIVO DE TRANSFERENCIA OCTAJET + FILTRO","DEFICIENCIA ADQUIRIDA DE FACTORES DE LA COAGULACION","D684"
"2024 Sep 26 12:00:00 AM","MÁS DE UN PACIENTE","BIOSPIFAR S.A.","1F1002641001100","FIBRINOGENO COAGULABLE","1","g","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","FIBRYGA","700","VIALES DE VIDRIO CON 50 ml DE SOLVENTE (AGUA ESTERIL PARA INYECCIÓN)","DEFICIENCIA ADQUIRIDA DE FACTORES DE LA COAGULACION","D684"
"2024 Sep 26 12:00:00 AM","MÁS DE UN PACIENTE","BIOSPIFAR S.A.","1F1002641001100","FIBRINOGENO COAGULABLE","1","g","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","FIBRYGA","700","FILTRO DE JERINGA, 25mm","DEFICIENCIA ADQUIRIDA DE FACTORES DE LA COAGULACION","D684"
"2024 Sep 26 12:00:00 AM","MÁS DE UN PACIENTE","NEXT PHARMA SOURCING S.A.S.","1Z1060871000101","HERPES ZOSTER-VARICELLA ZOSTER VIRUS (OKA STRAIN)","20000","PFU/vial (Mínimo)","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","NO REPORTADO","3.000","CAJAS. CADA CAJA CON UN (1) VIAL CON POLVO LIOFILIZADO + JERINGA PRECARGADA CON 0.5 mL DE AGUA ESTERIL PARA INYECCION","HERPES ZOSTER SIN COMPLICACIONES","B029"
"2024 Sep 26 12:00:00 AM","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1T1001911004100","TOLVAPTAN","15","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","TOLVAHEAL","72","CAJAS X 10 TABLETAS","RIÑON POLIQUISTICO, TIPO ADULTO","Q612"
"2024 Sep 26 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","9","CAJAS X 10 VIALES X 0,7 mL","ACONDROPLASIA","Q774"
"2024 Sep 26 12:00:00 AM","MÁS DE UN PACIENTE","INMUNOTEK COLOMBIA S.A.S.","VARIOS IUM","EXTRACTOS ALERGÉNICOS","VARIAS","VARIAS","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VENOX","130","ESTUCHES","ALERGIA NO ESPECIFICADA","T784"
"2024 Sep 24 12:00:00 AM","MÁS DE UN PACIENTE","UNO HEALTHCARE S.A.S.","1M1000831000104","METRELEPTIN","11.3","mg","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","MYALEPT","460","CAJAS. CADA CAJA CON UN (1) VIAL X 11,3mg + SOLVENTE (AMPOLLA CON AGUA BACTERIOSTATICA)","LIPODISTROFIA, NO CLASIFICADA EN OTRA PARTE","E881"
"2024 Sep 24 12:00:00 AM","PACIENTE ESPECIFICO","SUMIVITALES S.A.S","1M1032971000100","MECASERMINA","10","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","INCRELEX","13","CAJAS X 1 VIAL DE 4ml","HIPOPITUITARISMO","E230"
"2024 Sep 24 12:00:00 AM","MÁS DE UN PACIENTE","AMAREY NOVA MEDICAL S.A.","1T1049321001100","TOBRAMICINA","75","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN PARA INHALAR","BRAMITOB","200","CAJAS. CADA CAJA CON 56 ENVASES MONODOSIS DE 300mg/4ml","PSEUDOMONAS (AERUGINOSA) (MALLEI) (PSEUDOMALLEI) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS","B965"
"2024 Sep 24 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","12","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA CON MANIFESTACIONES PULMONARES","E840"
"2024 Sep 24 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","18","CAJAS X 10 JERINGAS PRELLENADAS X 0.7 mL","ACONDROPLASIA","Q774"
"2024 Sep 24 12:00:00 AM","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1P1012181003100","CLORURO DE POTASIO","20","mEq","NO APLICA","NO APLICA","NO APLICA","TABLETA","K-LOR CON M20","18","FRASCOS X 100 TABLETAS","ALCALOSIS","E873"
"2024 Sep 24 12:00:00 AM","PACIENTE ESPECIFICO","LABORATORIOS BIOPAS S.A.","1I1035001000101","IDEBENONA","150","mg","NO APLICA","NO APLICA","NO APLICA","TABLETA","RAXONE","6","CAJAS X 180 TABLETAS","TRASTORNOS DEL NERVIO OPTICO, NO CLASIFICADOS EN OTRA PARTE","H470"
"2024 Sep 24 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","1G1036161001100","GOLODIRSEN","50","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN INYECTABLE","VYONDYS","312","CAJAS X UN (1) VIAL DE 2 mL","DISTROFIA MUSCULAR","G710"
"2024 Sep 24 12:00:00 AM","URGENCIA CLÍNICA","SANOFI AVENTIS DE COLOMBIA S.A.","1O1060961000101","OLIPUDASA ALFA","4","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO PARA RECONSTITUIR PARA SOLUCIÓN PARA PERFUSIÓN","XENPOZYME","11","CAJAS X 1 VIAL X 1mL","NO REPORTADO","NO REPORTADO"
"2024 Sep 24 12:00:00 AM","URGENCIA CLÍNICA","SANOFI AVENTIS DE COLOMBIA S.A.","1O1060961000100","OLIPUDASA ALFA","4","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO PARA RECONSTITUIR PARA SOLUCIÓN PARA PERFUSIÓN","XENPOZYME","82","CAJAS X 1 VIAL X 5mL","NIEMANN PICK TIPO B","NO REPORTADO"
"2024 Sep 24 12:00:00 AM","PACIENTE ESPECIFICO","INTERNATIONAL PHARMACEUTICAL PRODUCTS SAS (INPHAPRO SAS)","1U1003271000100","UBIDECARENONA (UBIQUINOL LIPOSOMAL)","8","mg/mL","NO APLICA","NO APLICA","NO APLICA","SOLUCIÓN ORAL","CYTO-Q","48","CAJAS X 30 SOBRES","ENFERMEDAD DE HUNTINGTON","G10X"
"2024 Sep 24 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","18","CAJAS X 10 VIALES","ACONDROPLASIA","Q774"
"2024 Sep 24 12:00:00 AM","PACIENTE ESPECIFICO","AUDIFARMA S.A.","1V1041501000100","VOSORITIDA","0.8","mg/mL","NO APLICA","NO APLICA","NO APLICA","POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE","VOXZOGO","18","CAJAS X 10 VIALES","ACONDROPLASIA","Q774"
"2024 Sep 24 12:00:00 AM","PACIENTE ESPECIFICO","VALENTECH PHARMA COLOMBIA SAS","2E1032451000100","ELEXACAFTOR / TEZACAFTOR / IVACAFTOR","100/50/75","mg","IVACAFTOR","150","mg","TABLETA","TRIKAFTA","6","CAJAS X 84 TABLETAS","FIBROSIS QUISTICA, SIN OTRA ESPECIFICACION","E849"
"2024 Sep 24 12:00:00 AM","PACIENTE ESPECIFICO","ROCKA INTERNATIONAL SOLUTIONS","1L1003331001101","LIOTIRONINA","25","mcg","NO APLICA","NO APLICA","NO APLICA","TABLETA","NO REPORTADO","6","FRASCOS X 90 TABLETAS","TUMOR MALIGNO DE LA GLANDULA TIROIDES","C73X"
